,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
RIL182_03775,6204,4618,3247,3092,1738.066,3819,1298,1543,2138,360,243,335,205,118,151,280,85,152,876,604,694,1836,1854,1129,748,1684,2555,1120,565,847,158,282,292,51,74,87,30,109,13,570,495,656,1545,937,1216
RIL182_03776,5937.025,4289,3373,3374,1830,4238,1048,1435,1963,263,275,222,176,189,151,317,76,38,1285,1004,1211,1461,1296,1165,712,1727,2218,1069,605,927,163,248,372,50,51,90,31,54,8,355,295,610,1571,714,1218
"fig|536231.75.peg.3934   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",41,37.971,27,18.983,5,20,0,0,0,1,2,1,0,0,0,0,0,0,0,4.824,0,0,15,0,1,3,10,17,67,19,0,0,0,0,5,0,0,0,0,0,0,0,9,6,0
RIL182_03777,36228.556,29082.09,18039,24922.467,13004,24925,11680,11659,20808,1501,1245,1270,849,919,551,3810,821,632,8764,6221,7851,9018,7309,7784.47,5677.078,10565.268,14411,5614,2470,4992,911,1548,2551,335,399,456,219,264,187,5150,4957,6202,11895,8692,10773
RIL182_03778,6585.615,4877.097,2570,6151,3507,4458,3310,3207,6155,923,789,933,490,390,486,3434,435,391,1821,1694,2406,2419.219,1696,1455,2530.627,3278,2527,2847,1948,2086,135,233,429,147,171,131,111,135,56,4442,5865,5268,11666,8609,9943
RIL182_03779,7662.312,5155,3438,8716,4422,5852,6576,6721,10048,1005,889,1238,977,617,506,3009,951,966,1248,916,1125,2427,1977,1517,2353,2651,2565,3502,1709,2959.716,182,278,384,147,216,183,243,315,106,7337,6323,8762,15558,11204,13778
RIL182_03780,3760.033,2997,1793,4093,2309,2715,1765,1664,2491,786,409,873,530,213,305,862,197,220,444,369,389,1313,1247,823,1395.86,1342,880,1217,390,976,88,164,196,93,114,127,25,119,86,1902,2383,2221,3870,3198,3364
RIL182_03781,4508,3273,1249,5395,2692.017,3546,2906,2578,3682,590,493,733,565,350,344,518,278,324,530,460,408,1565,2032,907,1385,1852,1019,1261,641,1243,118,199,205,68,107,135,82,151,84,1661,1249,2352,3215,2387,2829
RIL182_03782,7667.227,4963,3228,8046,3954.548,5673,15464,11970,19141,1322,1316,1388,1132,780,643,689,610,470,840,637,864,2816,2914,1843,1584,2156,1925,2557,1276,2004,203,315,434,113,210,149,105,94,68,1210,1286,1338,2628,1708,2183
RIL182_03783,11879.126,8719,5092,12646.008,5913,14257,6656,6103,10043,1274,1218,1418,834,479,518,607,638,504,1058.041,752,714,2059,1870,1328,2770.15,3147,2208,3055,641,2180,256,392,423,224,227,214,54,61,56,1180,1145,1351,3726,2719,3239
RIL182_03784,1142,1136,675,422,553,636,1026,663,1244,77,74,86,299,45,146,290,122,225,618,411,536,953,1015,811,978,949.07,586,302,141,306,12,51,81,6,19,12,38,39,49,1351,954,1688,1349,996,1477.558
RIL182_03785,3289.085,1952,1215,2255.007,1919,1841,4104,3740,5730,444,334,281,301,220,198,492,287,208,1364.158,1163,1400,2925,2324,1488,1446.238,2175,1903,1157,845,775,148,276,430,22,68,16,44,56,23,847,996,1232,2335,1651,2065
RIL182_03786,1398.001,998.014,626,992,871,869,1896,1713,2470,130.062,88,101,197,92,97,222,109,110,447,324,351,1084,1384,716.382,718,959,1202,748,341,671,73,91,146,23,19,25,74,62,7,1167,876,1615,2113,1452,1559.023
RIL182_03787,328.999,208,108,252.149,171,158,91,134,230,54.938,32,31,68,40,33,49,25,6,90,63,88,179,100,72.618,142,224,233,76,47,61,8,23,36,4,5,12,0,13,12,65,98,206,216,93,134.977
RIL182_03788,1747.154,1674,1001,2031,1511,1092,2568,2436,4665,194,92,106,145,106,115,710,172,160,1294,1137,1440,1111,1160,948,1889,1975,1542,999,471,1131,105,154,218,26,22,48,32,8,10,776,891,1175,3844,3200,3275
RIL182_03789,196,194,41,309,232,161,327,315,417,19,4,21,29,34,8,63,19,11,126,123,89,115,119,90,234,316,179,106,0,31,15,26,49,4,6,1,26,0,0,99,204,178,788,768,753
RIL182_03790,555.348,455.736,223.648,1011,657,804.828,1019.771,974,1866,67,45,52,76,130,37.103,314,143,98,327,218,207,380,413,323,493.289,701,464.657,265,92.728,218,41,60,52,18,8,13,13,30,13,736,721,866,1836.429,1409.734,1642.249
RIL182_03791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fig|536231.75.peg.3950   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_03792,744.813,566.264,433.352,1740,1080.089,1013.172,1761.229,1424,2420,93,104,89,140,81,85,267,156,196,352,353,399,410,715,276,726.711,929,610.343,485,169.272,508,34,76,79,6,20,14,7,24,28,1440,900,1561,2401.571,1764.266,2097.751
RIL182_03793,221,233,121,888,517,477,860,999,1321,20,18,19,34,86,32,255,17,44,148,170,147,166,142,97,229,416,283,136,32,177,20,9,14,0,14,12,14,0,8,527,439,493,1550,1187,1335
RIL182_03794,334.159,341,100,1261,734,641,1581,1760,2558,51,47,67,53,17,62,243,14,77,110,120,126,288,254,167,337,470,514,284,117,412,17,36,34,9,6,3,0,10,0,818,528,1013,1814,1605,1906
RIL182_03796,2072,1981,975,15946.356,6770,7490,21695,18626,28297,881,663,705,1339,668,883,2285,1245,1807,2146,1367,1241.02,3181,4943,1856,3229,5680,3365.017,2068,774,1698,179,218,198,19,37,45,224,268,155,14330,10534,17217,12148,9604,11108
"fig|536231.75.peg.3955   Transposase   [Roseburia intestinalis L1-82 | 536231.75]
",3,6,4,12,1,3,14,12,14,0,0,0,0,0,0,1,0,0,17,9,1,27,44,21,3,8,18,3,0,0,2,1,0,0,0,0,0,0,0,32,13,6,2,8,6
RIL182_03797,99,165,49,71,86,37,54,9,49,7,2,0,0,0,0,0,0,0,35,29,27,17,47,11,62,40,83,49,38,34,1,5,2,2,0,0,0,0,0,24,32,39,69,84,84
RIL182_03798,83,48.467,17,44,31,47,33,44,79.286,4,11,6,0,9,8,15,0,0,9,30,16,48,71,18,62,60,43,88,29,26,0,1,3,2,6,6,0,0,0,27,30,13,171,132,119.681
RIL182_03799,742,550.533,264,747,371,1066,625,1003,1375.714,103,44,61,103,84,115,62,152,30,369,328,248,1217,975,875,499,718,584,584,197,446,17,57,86,5,57,27,0,20,20,169,180,164,1153,788,1011.319
RIL182_03800,2139,1626,1176,1468,737,1955,1591,1366,2472,230,129,151,260,103,101,449,132,135,1882,1631,2553,1967,1746,1947,1455,1277,1295,1376,1159,1219,70,111,182,34,39,27,35,29,15,591,751,707,1015,838,1081
RIL182_03801,30,32,13,23,11,40,20,21,23,0,2,0,1,0,0,7,8,0,4,3,2,14,28,14,15,18,7,3,0,0,0,0,0,0,0,0,0,0,0,1,42,74,14,20,32
"fig|536231.75.peg.3961   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",33,17,6,22,15,23,22,42,42,1,6,1,13,6,14,12,0,1,18,6,5,4,14,15,8,14,0,15,0,0,0,1,0,0,0,4,0,0,24,38,53,32,27,1,23
RIL182_03802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_03803,123,98,49,124,75,94,43,106,146,11,4,11,8,8,17,16,53,0,24,35,28,77,19,21,57,72,45,88,19,24,0,14,2,2,2,11,0,0,0,13,47,68,163,128,130
RIL182_03804,126,88,51,105,64,87,38,28,54,0,0,7,0,0,1,34,0,0,58,23,37,27,4,13,76,62,36,16,0,25,0,1,0,1,0,1,0,0,0,21,0,17,86,62,45
RIL182_03805,20,14,6,28,19,42,37,30,10,5,1,7,9,0,0,15,41,0,44,46,13,53,22,16,26,40,55,16,0,11,0,0,2,0,0,0,0,4,0,6,20,7,50,28,59
RIL182_03806,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_03807,845.184,1053.889,512.667,0,418.333,228.873,63,80,81.134,20,9.667,8.77,26,6.667,20.667,0,46,2,508.89,585.439,639.354,841.403,2806.612,383.438,1274.964,1686.36,932.298,142.333,109,474,14.667,44.443,30.667,1,0,3.667,0,8,0,0,353.999,83.083,0,21.704,80.481
RIL182_03808,1801,2598,1006,494,1269,164,58,133,161,21,14,14,12,0,0,56,67,44,1739,1108,1093,946,1165,1137,919,1210,530,141,104,146,129,443,459,2,3,2,6,7,0,172,199,123,259,279,286
"fig|536231.75.peg.3969   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_03809,326,200,120,387,182,241,381,246,471,11,12,14,19,22,19,27,72,12,176,149,139,220,228.117,167,114,153,255,186,84,58,34,24,40,6,0,3,0,0,0,92,40,84,179,141,221
RIL182_03810,59,64,42,72,50,56,38,130,123,0,1,8,8,0,0,14,0,0,67,69,41.052,29,18,32,33,73,95,28,0,13,8,7,4,0,3,0,0,0,0,0,7,0,57,22,32
RIL182_03811,96,137,62,117,85,91,6,34,93,5,6,1,6,0,16,28,0,0,165,95,97,24,56,49,81,81,85,34,21,16,2,19,13,2,4,3,0,16,0,13,33,41,77,78,81
RIL182_03812,436,585,206,118,118,225,33,56,104,7,2,8,43,4,26,251,20,61,194,151,180,124,313,125,489,448,118,82,19,89,10,6,6,0,3,7,19,25,17,582,255,593,410,319,401
"fig|536231.75.peg.3974   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_03813,2830.043,3006.016,1171,2392,1604,1230,1195,1407,1788,116,78,101,211,163,74,834,96,79,1700,1031,1152,1228,1180,908,1624,2336,1502,796,195,599,119,146,215,36,51,54,75,45,23,2625,2309,2077,3845,2568,3001
RIL182_03814,905.26,812,496,502,547,703,100,149,248,23,15,20,27,13,0,128,27,0,215,205,216,324,165,279,391,621,446,210,70,177,56,38,66,0,11,0,0,0,0,204,198,251,820,568,596
RIL182_03815,1095.045,930,392,1419,1128,915,996,917,1185,93,87,154,239,265,167,282,95,104,188,133,183,755,673,353,780,1298,1002,623,125,399,84,130,156,17,52,21,25,85,19,994,756,1018,2481,1878,2071
RIL182_03816,1244.048,1306,349,1308,1178,697,674,674,830,73,92,97,187,89,111,257,101,59,268,328,359,658,632,399,820,1139,419,138,107,263,43,118,129,2,15,22,55,61,62,982,896,1080,1242,1003,1110
RIL182_03817,473,401,216,732,645,452,139,277,411,18,12,35,62,0,0,99,0,7,117,96,155,233,128,69,357,526,501,174,32,232,50,48,46,14,14,9,0,0,9,129,121,134,566,437,499
RIL182_03818,1114,882,470,1438,1062,1071,575,727,966,111,88,84,120,76,97,140,64,58,275,260,257,393,453,269,540,855,900,358,80,278,68,101,122,6,14,12,15,0,6,375,312,502,738,563,704
RIL182_03819,1483.289,1276,570,1688,1364,1254,257.999,364,378,58,40,45,75,50,9,130,18,15,429,298,344,479.485,569.981,286.2,662.169,1089.86,953,418,78,262,38,97,119,6,26,2.091,6,6,22,302,224,293,623,509,650
RIL182_03820,528.711,462,192,497,426,387,74.001,84,79,17,11,25,45,0,14,33,37,1,114,80,123,188.515,180.019,167.8,282.831,375.14,279,90,10,137,22,35,20,1,0,13.909,0,0,0,156,108,140,171,201,174
RIL182_03821,7165,8113.065,1104,1837,2286.145,2184,539,493,937,265,217,93,64,35,16,90,67,14,4853.002,3041,3977,1962,1304,1737,4570,4614,497,172,124,277,52,467,532,31,22,22,0,6,0,46,124,67,291,270,288
RIL182_03822,15455.305,11868,6199,17885.185,12054,17061,8302,8486,13187,1503,1205,1345,2361,1554,1440,2115,1774,1695,7408,6234.006,8569,13267,12358,8824,7711,11834,8775,5272,2657,4290,946,1793,1996,264,367,298,166,189,109,3010,2765,3866,5915,4398,4954
RIL182_03823,6770.062,6662.041,3805,8113.007,6050,7243,6452,5598,11203,761,519,603,1210,711,380,1523,906,733,4167.769,3493,4502,5013,4495,4262,4356,5232,4124,2500,1365,2665,534,915,1228,132,218,178,109,87,7,1490,1190,1721,2561,2333,2376
"fig|536231.75.peg.3986   Cardiolipin synthase, bacterial type ClsA   [Roseburia intestinalis L1-82 | 536231.75]
",40.325,41.984,17,29,21,15,23,16,15,1,1,3,0,0,0,5,21,0,4,1,8,49,12,25,9,49,0,8,17,0,5,1,7,0,0,3,0,0,0,0,11,24,17,5,3
RIL182_03824,0,0,5,3,0,0,0,24,8,2,0,0,0,0,0,0,0,0,7,0,0,0,0,11,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
RIL182_03825,566,420,235,750,511,572,198,265,322,22,22,20,75,28,0,62,21,23,141,113,139,66,143,108,193,482,398,220,61,158,89,95,67,19,24,65,0,18,29,109,111,193,404,232,334
RIL182_03826,1215.002,954,508,2109,1321,1401,843,577,943,71,80,68,145,162,135,171,94,71,387,280,307,388,567,307,464,852,875,625,162,644,250,267,287,48,85,63,14,53,21,227,179,374,770,569,635
RIL182_03827,976,743,308,1758,1088,795,613,629,952,86,64,51,133,122,97,134,115,53,252,211,164,627,539,317,522,811,686,432,69,403,180,215,279,55,77,68,6,0,0,216,101,273,718,532,601
RIL182_03828,1468,1326.006,493,1700.022,1613,1180,529,573,952,74,62,93,220,70,133,565,131,104,527,483,495,1601,2700,912,847,1151,564,420,238,433,209,231,272,51,70,44,63,33,19,1052,1032,1395,821,552,747
RIL182_03829,1684.093,1929,608,1857.003,4169.371,1062,130,168,194,43,25,28,45,3,11,105,105,29,1812,800,899,1174.115,840.189,324,1101.761,1282,508,221,35,192,551,467,519,86,49,40,2,0,19,123,169.167,151,474,313,394.789
RIL182_03830,348.815,338,140,428.156,545,219,60.063,86,73,6,3,5,25,13,0,87,0,16,275,209,330,225.951,694.811,157.471,153.239,193,228,129,35,62,67,32,62,9,6,22,10,16,0,393,124.833,354,130,141,80.211
RIL182_03831,1390,1292,587,2184.841,3159,754,372.937,330,507,38,24,50,83,79,62,174,35,110,1081,669,757,1932.934,2305,775.529,951,1205,662,357,133,227,694,421,364,69,54,61,27,16,17,375,299,526,407,323,343
RIL182_03832,4276.011,4374.999,1618,6554,3281,6626,2952,2707,4089,354,295,345,836,404,272,1210,362,369,1455,893,1254.002,1504,1659,1173,2632.034,3504,2718,1243,284,1631,174,291,311,95,100,128,50,148,107,4065,3588,4683,5157,3855,4447
RIL182_03833,29686.18,31475.835,9838,7829.271,11094,8044,328,411,816,153,76,70,190,69,66,1390,190,136,38919.006,22851.784,34316.357,22623,18440,14159.965,19366.541,23781,8399,1184,1400,3046,301,694,1192,96,42,46,59,31,14,676,867,1001,1022,1051,971
RIL182_03834,418.9,476,194,264,253,172,226,158,388,20,7,29,18,10,5,60,38,26,101,65,60,157,270,106.035,269,240,88,55,27,20,16,37,24,4,6,2,0,0,0,79,81,18,194,174,175
RIL182_03835,39.354,32,9,3,21,6,0,0,0,0,4,1,0,0,0,0,0,0,13,4,5,0,0,5,5,12,2,9,0,11,2,1,5,1,0,0,0,0,0,0,0,22,20,4,2
RIL182_03836,155.235,184,55,68,88,69,1,41,99,11,9,2,1,0,0,6,0,0,62,42,43,62,4,18,60,63,6,1,0,0,0,19,16,5,0,0,8,0,0,7,0,0,78,52,75
RIL182_03837,174.732,193,63,162,135.001,63,21,51,50.415,2,3,1,21,0,9,5,0,6,3,9,3,16.969,29,2,91.938,73.4,68,66,23,105,5,12,14,8,0,0,0,0,0,17,25,54,175,126,96
RIL182_03838,769.877,450.292,249.196,313,401.999,138,72.397,62,195.282,16.002,14,10.652,6,17,0,31,0,0,25,43,11,147.031,33.628,50,238.062,276.6,232.65,140,0,109,25,51,91,7,2,0,0,0,0,16,30,15,278,243,263.377
RIL182_03839,801.462,521.105,101.804,533,503,243,339.608,312,395.302,21.998,34,27.348,30,13,72,21,55,26,40,35,19,154,285.372,71,250,356.454,143.35,81,0,108,28,58,78,3,8,6,0,0,0,55,89,45,354,173,197.623
RIL182_03840,4537.558,4235.603,1454,1778.001,2100,1039,683.996,439,806,25,19,34,80,68,32,281,170,71,274,243,343,691,1654,636,1076,1326.546,656,239,85,322,81,140,188,15,13,8,46,53,24,896,650,1155,1343,1093,1180
RIL182_03841,22193.158,16486,12797,4786,7409,3349,2982,3371,5090,320,256,184,236,337,170,486,443,355,3741,3039.918,3950,4790,5369,4035,3799,5147,5882,2345,1696,2299,542,940,1790,23,43,43,45,106,69,1421,1239,1636,1929,1292,1656
RIL182_03842,6187.197,5241,2886,3125,4023,1736,1235,1341,1697,135,100,115,217,148,127,173,125,180,1284,995.144,1025,2476,3574,1940,1916,2678.021,2656,1287,515,1085,282,391,529,8,22,15,41,7,8,585,355,616,1047,819,969
RIL182_03843,7525.288,4968.784,3007,2728,3073.46,1608,1869,1798,3232.044,100,81,115,196,120,107,459,251,149,3545.01,2779,3893,3008.913,2411.386,2158,2397,3031.04,2074,1434,1181,1537,231,475,722,4,37,29,7,53,25,370.027,274,571,864,675,737
RIL182_03844,961,457.216,360,683,667,297,734,709,1257.956,84,45,46,109,54,84,56,50,55,212.99,149,78,617.087,471.614,288,271,463.96,359,443,180,231,51,100,95,3,9,24,2,16,0,23.973,34,33,179.159,171,166
"fig|536231.75.peg.4008   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",47,14,14,33,15,15,82,91,43,3,3,7,15,0,0,0,29,16,1,3,3,8,12,33,18,21,12,10,0,0,0,6,1,0,0,5,0,0,0,0,11,6,22,5,13
RIL182_03845,85152.619,73211.887,42643,84824.568,64482.003,66724.005,36546,37643,63084,5135,2986,3650,1676,1740,1221,3163,1587,1148,13892,9104.975,12534.01,24822,15368,18465,17923.771,31790.32,45704,24569,8006,18453,5816,7566,9080,474,592,561,105,245,162,2064,1927,2847,7418.006,5813,6814
RIL182_03846,22.045,18.772,3.908,12.23,14.074,10.223,12.988,0,66.254,1.43,0,0,5.089,22.744,0,1.223,7.231,0,18.129,29.549,11.309,1.29,0,37.275,4.372,15.328,8.118,0,0,1.743,0,0,1.55,0,0,0,0,0,0,1.817,34.149,0,45.827,19.919,37.933
"fig|536231.75.peg.4013   Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)   [Roseburia intestinalis L1-82 | 536231.75]
",1.009,2.049,0,0,0,6.217,0,0,0,0,0,0,0,0,0,0,0,0,0,4.041,0,9,13,2,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.007,0,6.066
RIL182_03849,7,4,3,6,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,3,5
RIL182_03850,1455,2724.485,1329,549,1072,1378,61,131,270,28,23,27,79,27,35,420,73,51,1495,1062,1538,991,923,1111,4427.012,2597,972,443,197,919,49,61,114,20,9,17,14,22,13,496,531,549,1123,949,1110
RIL182_03851,39959.89,26436.233,19664.449,25635.901,23554.845,20284.177,31260.301,28215.1,43893.422,2738.666,2160.621,2365.083,2953.625,2072.516,2016,11243.705,2860.011,2889,24010.012,19662.622,27310.056,32094.786,36067.403,22818.295,28990.172,38538.708,44448,34418,19427,32599,1605,1881.549,3116.631,493,559,575,721,926,447,21566.289,16769.007,24692.444,27871.007,21801.536,26643.213
RIL182_03852,2032.497,1679.108,547.551,1285.099,1262.155,941.823,854.699,843.9,1285.578,218.334,230.379,239.917,258.375,255.484,123,185.295,155.989,95,518.988,368.819,399.957,1237.214,1668.859,1128.705,1958.917,2279.406,1165,772,221,629,36,122.451,189.369,37,40,58,35,21,7,545.711,511.993,560.556,1714.993,1472.464,1491.787
RIL182_03853,230,223,96,110,218,72,181,235,329,20,11,23,11,30,16,47,27,29,107,107,110,200,66,132,262,406,341,212,45,241,16,27,39,12,37,11,8,0,17,210,309,239,2149,2003,1502
RIL182_03854,2741,1786,1146,1824,1693.936,1133,2590,2762,4292,323,272,322,385,334,225,1828,217,477,1342.001,1288,1430,3343,2508,1967,1927,2831,3151,2354,1044,1647,176,283,342,69,79,99,187,123,189,5918,5852,6044,15306,10960,13749
RIL182_03855,8976.598,6472.795,4274,8036.458,7344.492,6819.024,12239.789,9196.446,12661.096,1029.422,775.518,1186.229,1731.831,804.237,737,4681.608,1025,1603,8119,6204.024,6763.901,8252.086,12475.084,7827.732,6958.415,9111.281,9937,6268,2638,5243,604,971,1221.328,150,211,182,489,714,410.684,21479.896,16831.392,28768.522,28455.221,20260.091,26754.211
RIL182_03856,1364.895,1121.204,455,1564.542,1428.843,1044.976,1080.211,1187.554,1536.435,164.578,148.482,255.771,213.169,274.763,174,525.392,137,179,370,325.978,314.099,1232.608,810.916,685.268,1221.646,1835.112,1592.291,967,240,788,130,181,240.672,42,80,38,41,45,33.316,2329.104,2597.071,2027.478,11403.787,8374.492,8885.761
RIL182_03857,8815.56,6134.406,2856,9794,8120.736,5817,14010,12377,20662.469,1642,1351,1657,2626,2101,2185,4618,1502,1689,4985,5724,7430,11221.306,8392,6537,6545,10477.261,8166.709,5645,2466,4796,465,1148,1690,268,274,230,629,543,511,17269,21788.537,19594,52951.992,39217.417,43734.028
RIL182_03858,8865,5267.017,3347,10385,7562.376,6417,8717,8900,12658,959,765,897,1370,904,848,4120,974,1257,3462,3119,3293,8287,7090,4317,5117,8841,8328,6384,3007,4910,545,826,1239,170,216,168,427,454,307,17973,15452,22324,41014,30100,34413.807
RIL182_03859,31445.581,24132.92,12976,29009,24287.485,26461,14093,13037,25082,3664,2831,2493,2286,1947,1558,9757,2166,1707,40677.064,34147.243,33087.943,24633,18395,18475.986,18302,23682,23699,10746,6526,9882,1378,2911,4303,428,496,420,505,492,400,23894,26222,21803,50103,41959.409,42749.566
RIL182_03860,2126,1628,958,3671,2354,3258,2877,2587,3970,300,300,251,235,120,252,299,297,132,1055,698,766,2371,1933,1758,1449,2739,3923,2696,812,2071,197,253,339,128,165,167,72,136,78,1206,1496,2148,6337,4408,5088
RIL182_03861,117821.903,70673.047,58205,75892.702,72231.2,51458.833,38465,28284,42318,7660,7002,4754,4032,3079,2212,4258,3181,3442,49020,42999.142,74079.259,63058,58929,44402,30547.115,52739,112280,44575,34293,39852,5448,7135,13875,1721,1594,1590,1151,1472,965,42994,30775,44956,24361,18854,23168
RIL182_03862,3583,2714.023,1996,6136.031,2254,4671,10331,8901.329,17638,491,358,410,482,492,448,610,337,228,451,259,279,1682,1090,799,1054,1838,1589,3631,1374,1803,128,142,196,87,61,64,0,121,18,542,787,962,4153,3290,3606
RIL182_03863,5206.181,3990.457,2451,6088,4058,4208,8477,8669,14322,645,544,516,973,533,521,1142,817,435,1450,989,1315,3367,3332,2135,2109,3597,4426,2523,1386,2362,327,565,642,45,106,58,73,197,18,3824,3356,4796,8501,5910,7385.086
RIL182_03864,3598.005,2429,1700,4320.235,3004.756,3171.391,6363.229,5844.077,9381,532,376.524,455,1072.209,668,588,1497,536,621,947,789,754,3429.236,4359,2323.203,1877,3052,2709,2013,692,1470,250,400,458.042,45,48,49,154,387,220,8327.602,6149.939,9233,8064,6273.911,7480
RIL182_03865,1020.995,750,331,766.765,642.244,600,543.771,493.923,1008,126,114.476,173,343.791,228,116,117,103,132,247,201,219,488.009,521,379.797,573,750,501,386,128,250,49,132,130.958,18,19,26,15,80,0,224.398,417.061,452,799,438.089,449
RIL182_03866,3085,2411,1791,20602,7209.149,8567,17780,17549,30513,1913,998,1410,676,611,502,746,881,704,4828,2952,2823,7467,3378,3001,3412,6792,12627,6699,2317,3968,432,509,504,208,233,259,90,40,61,1089,872,1181,6638,5588.598,5912
RIL182_03867,2796.005,1957,1014,2528,2157,1617,1289,1371,2545,357,236,266,209,190,188,169,136,81,1245,907,1211,2279,1616,1139,1797,1979,1459,964,417,698,90,247,350,39,73,51,8,27,23,243,315,419,1055,803,922
RIL182_03869,803,529,328,386,312,352,487,581,850,74,57,78,97,105,48,90,39,62,389,325,435,787,904,615,611,844,570,323,185,394,12,42,74,15,4,5,8,8,25,370,399,549,482,438,437
